Person Name mentioned in the news,Organization Name mentioned in the news,City/ State mentioned under the news,Created_date_time,Key word Used for identify the article,HDFC Bank Name under News / Article,Web link of news
"BJP, Congress, UN, J&K Police, The Indian Express, The Indian Express (, IndianExpress, LeT, Lashkar-e-Toiba, Vilayat, EC, National Conference, PDP, Peopleâs Conference, CPM, Apni Party,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Srinagar, Budgam, Shopian, Baghat, Zurhama, Kupwara, Logripora, Aishmuqam, Anantnag, Pulwama, Jammu,",nan,2021-02-27 13:23:01.004361,"terror, ",No,https://indianexpress.com/article/india/kashmir-srinagar-attack-police-7196345/
"BJP, Congress, UN, Indian National Congress, INDIAN NATIONAL CONGRESS NEWS, Assam Assembly, Vidhan Sabha, RSS, Odisha Congress, The High Court, Reliance, Punjab Congress, Bhartiya Janta Party, The Indian Express, Congress Party, EC, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Haryana, UP, Uttar Pradesh, Bhubaneswar, Sohana, Lucknow, Scindia, Gurdaspur, Jammu, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 13:24:38.699983,"money launder, ",No,https://indianexpress.com/about/indian-national-congress/
"BJP, Congress, UN, Explained Desk, KPLT, Peopleâs Democratic Council of Karbi Longri, PDCK, Karbi Longri NC Hills Liberation Front, KLNLF, Kuki Liberation Front, KLF, United Peopleâs Liberation Army, UPLA, the Karbi Anglong Autonomous Council, KAAC, The Karbi National Volunteers, KNV, Karbi Peopleâs Force, KPF, the United Peopleâs Democratic Solidarity, UPDS, Centre, Autonomous District Lok Sabha, the North Cachar Hills Autonomous Council, The Indian Express, the National Democratic Front of Bodoland, NDFB, NDFB(RD, NDFB(S, NIA,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Karbi, Guwahati, Karbi Anglong, West Karbi Anglong, Dima Hasao, Pune, Bengaluru, Nagaland,",nan,2021-02-27 13:26:45.453330,"terror, ",No,https://indianexpress.com/article/explained/explained-significance-of-militants-surrender-in-assam-and-history-of-karbi-insurgency-7203011/
"BJP, Congress, UN, Express, AgustaWestland, Gupkar, Assembly, EC, Rajya Sabha, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Madhya Pradesh, Jharkhand, Uttar Pradesh, Sadora, Rajasthan, Tamil Nadu, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Loksatta,",nan,2021-02-27 13:36:03.499509,"terror, ",No,https://indianexpress.com/about/kamal-nath/
"BJP, Congress, UN, ODISHA NEWS, POCSO, IFS, CBI, the Orissa High Court, OPSC, EC, HSC, the Board of Secondary Education, General Budget, ANI, Arya Mahal, Hotel Arya Mahal, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Odisha, Tentulipada village, Cuttack, Baranga, Maharashtra, Andhra Pradesh, West Bengal, Digha, Puri, Khurda, Bhubaneswar, Nabrangpur, Nabarangpur, Tamil Nadu, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, Loksatta,",nan,2021-02-27 13:42:54.797797,"terror, ",No,https://indianexpress.com/about/odisha/
"BJP, Congress, UN, TMC NEWS, Bengal, ECI, Trinamool Congress, Centre, State, The Indian Express, LS, Youth Congress, Left Front, the Trinamool Congressâ, Trinamool Congress Chatra Parishad, TMCP, Jadavpur University, AIADMK, Lok Sabha, ANI, NDA Government, the Hyderabad University, Communist Party of India, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, West Bengal, Tamil Nadu, Kolkata, Hyderabad, Matua, Thakurnaga, Govt, Pathankot, Pakistan, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, Loksatta,",nan,2021-02-27 13:57:39.650159,"terror, ",No,https://indianexpress.com/about/tmc/
"BJP, Congress, UN, Biden, the White House, Amazon, the State Departmentâs, District of Columbia, Jenner & Block, Washington Post, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Iran, US, the United States, Saudi Arabia, Qatar, Saudi Arabiaâs, Tamil Nadu, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Loksatta,",nan,2021-02-27 14:08:10.951656,"terror, ",No,https://indianexpress.com/about/jamal-khashoggi/
"TMC, BJP, Constituent Assembly, the British Raj, the US Supreme Court, the Archaeological Survey of India, The Indian Express, BBC, Govt, Raegr, Xiaomi, Twitter, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Bengal, Kolkata, Sutton Hoo, Ramjanmabhoomi, Suriname, USA, Jodhpur, Yemen, Thailand, Dubai, Oman, Jaipur, Hyderabad, Kashmir, New Delhi, Covid, Karachi, Pakistan, Pune, Bengaluru, Sri Lanka, TN, England, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 14:17:22.974618,"terror, ",No,https://indianexpress.com/profile/author/adrija-roychowdhury/
"BJP, Congress, UN, The Indian Air Force, the Jaish-e-Mohammed, CRPF, Balakot, ISPR, Hindutva, IAF, Jaish-e-Mohammad, Govt, the Indian Air Force, IAF Wing, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Balakot, Pakistan, Pulwama, Jammu and Kashmir, TN, Maharashtra, J&K, Pakistan Occupied Kashmir, PoK, Wagah, Punjab, Amritsar, Chennai, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 14:20:18.560145,"terror, ",No,https://indianexpress.com/about/balakot-air-strike/
"NDA, RJD, Lok Sabha, Bihar Assembly, Opposition, State Assembly, the Opposition Grand Alliance, BJP, HAM, Vikassheel Insaan Party, VIP, the CPI-ML, LJP, AIMIM, House, the Bihar Assembly, The Opposition Grand Alliance, Congress, the CPI(M), BSP, Lok Janshakti Party, Hilsa Assembly, Election Commission, the Election Commission, Bharatiya Janata Partyâs, the National Democratic Alliance, EC, the Rashtriya Janata Dal, The Janata Dal, United, Mahagathbandhan, the Grand Democratic Secular Front, Rashtriya Lok Samta Party, the Bahujan Samaj Party, Uttar Pradesh Assembly, Centre, MGB, All India Majlis-e-Ittehad-ul-Muslimeen, PTI, Election Commission of India, Union, VikassheelÂ  Insaan Party, JDU, Sena, The Shiv Sena, the Shiv Sena, NCP, Rajya Sabha, Maharashtra Assembly, Keoti Assembly, DEC, Lok Jan Shakti Party, Mahagatbandhan, RSS, JD(U, the Supreme Court, GDSF, Independent/Others, the Grand Alliance, Darbhanga Rural, All India Majlis-E-Ittehadul Muslimeen, GDSP, Assembly Elections, Vikasheel Insaan Party, Communist Party of India, Indian National Congress, Danapur Assembly, the Patna High Court, The Communist Party of India (Marxist-Leninist) Liberation, the Janata Dal, Congress Bankipur, Oxford University, the London School of Economics, Plurals, Mahaghathbandhan, Parsa, Bharatiya Janta Party, ECI, Darbhanga Assembly, UPA, the Election Commission of India, Rashtriya Janata Dalthe Mahagatbandhan, the Rashtriya Janata Dalâs, Kushwaha-Nitish, RLSP, EVM, VVPAT, Bihar Assemblyâs, Association for Democratic Reforms, Cabinet, THG PUBLISHING PVT LTD, New House, CEC, The Hindu, Dorseyâs Square, Govt, IAEA, IAF, Sri Lankan Air Force's, Centre for Science and Environment, Young World Club,","Bihar Assembly, Andhra Pradesh, Arunachal Pradesh, Kerala, Maharashtra, Tamil Nadu, West Bengal, Madhya Pradesh 2018, Chhattisgarh, Goa, Gujarat, Himachal Pradesh 2017, Karnataka, Manipur, Puducherry, Punjab, Uttar Pradesh, Uttarakhand, Pangong Tso, Patna, Hilsa, Raghopur, Hasanpur, Hyderabad, Odisha, Alinagar, Gaura Bauram, Jokihat, Hajipur, Darbhanga, Hayaghat, Dinara, Bhagalpur, Chainpur, Muzaffarpur, Patna Sahib, Banka, Motihari, Benipatti, Lakhisarai, Madhuban, Banmakhi, Biharsharif, Valmiki Nagar, New Delhi, U.S., America, Madhepura, Kasba, Amour, Kochadhaman, Baisi, HAM, Imamganj, Bochaha, Madhubani, Sahebganj, Simri Bakhtiarpur, Brahmpur, Sugauli, Kewati, Balrampur, Baniapur, Buxar, Bajpatti, Islampur, Nokha, Paroo, Danapur, Beur, Mokama, Bankipur, Bollywood, Mahua, Vaishali, Samastipur, State, Aurangabad, Garkha, mahagathbandhan, India, India Pakistan, Vietnam, Gulmarg, Hapur, Jammu, TN, Assam, China, Kolkata, England, Bengaluru, Mumbai, Madurai,",nan,2021-02-27 16:10:05.442490,"money launder, ",No,https://www.thehindu.com/elections/bihar-assembly/bihar-assembly-election-results-2020-live/article33057319.ece
"The Hindu, Govt, BJP, Congress, Centre for Science and Environment, Madras HC, Army, CPI, MNM, DMK, Anna University V-, Young World Club, THG PUBLISHING PVT LTD,","West Bengal, Tamil Nadu, Kerala, Pangong Tso, Hapur, U.S., TN, Puducherry, Assam, India, China, Coimbatore, Nanga Hittu, Sri Lanka, DMK, Tirupathur, J&K, South Africa, Hyderabad, Bengaluru, Andhra Pradesh, Karnataka, Delhi, Mumbai, Madurai, Bihar, Maharashtra,",nan,2021-02-27 16:23:05.895812,"terror, ",No,https://www.thehindu.com/profile/photographers/B-Jothi-Ramalingam/
"NIA, National Investigation Agency, the Taloja Central Jail, UAPA, Vistapan Virodhi Jan Vikas Andolan, People's Union for Civil Liberties, Hindu, BJP, Patna High Court, Assam Assembly, RJD, Congress, All India Service, ULFA, U.P., H.P. House, BPF, AMU, Supreme Court, THG PUBLISHING PVT LTD, Uttar Pradesh Assembly, Amazon, AAP, Gujarat Assembly, NC, PDP, Hurriyat, HC, State, The Hindu, Dorseyâs Square, Govt, Centre, IAEA, Centre for Science and Environment, Indian National Congress, Young World Club,","Andhra Pradesh, Karnataka, Kerala, Tamil Nadu, Pangong Tso, Mumbai, Bhima Koregaon, Ranchi, Himachal Pradesh, Bengal, Jharkhand, Hapur, Meghalaya, Maharashtra, Odisha, Assam, Haryana, Anantnag, Manipur, Jammu, Rajasthan, Allahabad, Uttarakhand, Surat, India, Tripura, Dhaka, Guwahati, Nagaland, Myanmar, Bombay, India Pakistan, Vietnam, Gulmarg, West Bengal, U.S., TN, Puducherry, China, Kolkata, England, Hyderabad, Bengaluru, Delhi, Madurai, Bihar, Coimbatore,",nan,2021-02-27 16:26:06.982263,"terror, ",No,https://www.thehindu.com/news/national/other-states/nia-court-order-on-stan-swamys-bail-plea-on-march-2/article33918108.ece
"ED, CBI, The Enforcement Directorate, the Central Bureau of Investigation, TMC, Majora, the Eastern Coalfields Limited, Railway, Central Industrial Security Force, Hindu, BJP, NIA, Patna High Court, Assam Assembly, RJD, Congress, All India Service, ULFA, U.P., H.P. House, BPF, AMU, Supreme Court, THG PUBLISHING PVT LTD, Uttar Pradesh Assembly, Amazon, AAP, Gujarat Assembly, NC, PDP, Hurriyat, HC, State, The Hindu, Dorseyâs Square, Govt, IAEA, Centre for Science and Environment, Indian National Congress, Young World Club,","Bengal, Andhra Pradesh, Karnataka, Kerala, Tamil Nadu, Pangong Tso, New Delhi, West Bengal, Durgapur, Asansol, South Kolkata, Jharkhand, Bihar, Uttar Pradesh, Kunustoria, West Burdwan, Kajora, Himachal Pradesh, Hapur, Meghalaya, Maharashtra, Odisha, Assam, Haryana, Jammu, Rajasthan, Allahabad, Uttarakhand, Surat, India, Tripura, Dhaka, Guwahati, Nagaland, Myanmar, Manipur, India Pakistan, Vietnam, Gulmarg, U.S., TN, Puducherry, China, England, Hyderabad, Bengaluru, Mumbai, Madurai,",nan,2021-02-27 16:27:07.785987,"money launder, ",No,https://www.thehindu.com/news/national/other-states/coal-scam-cbi-ed-conduct-joint-raids-at-different-places-in-west-bengal/article33939911.ece
"The Hindu, Congress, NC, PDP, Hurriyat, EU, Govt, BJP, Centre for Science and Environment, Madras HC, Patna High Court, Army, CPI, MNM, Young World Club, THG PUBLISHING PVT LTD,","West Bengal, Tamil Nadu, Kerala, Pangong Tso, Srinagar, J&K, India, Mehbooba, Anantnag, Hapur, U.S., TN, Puducherry, Assam, China, Coimbatore, Nanga Hittu, Sri Lanka, DMK, Tirupathur, South Africa, Hyderabad, Bengaluru, Andhra Pradesh, Karnataka, Delhi, Mumbai, Madurai, Bihar, Maharashtra,",nan,2021-02-27 16:28:10.769130,"terror, ",No,https://www.thehindu.com/profile/author/Peerzada-Ashiq-463/
"U.N., Army, Ministry of External Affairs, MEA, DGsMO, the School of International Studies, Jawaharlal Nehru University, the Ministry of Defence, Parliament, Hindu, Centre, NSS, LDF, BJP, Assembly, Congress, THG PUBLISHING PVT LTD, Govt, Centre for Science and Environment, Madras HC, CPI, Supreme Court, BITS Pilani, DMK, the Union of India, Pranab, The Hindu, Dorseyâs Square, IAEA, Indian National Congress, Young World Club,","India, Pakistan, Maldives, NEW DELHI, Kamal Kote, Uri, Jammu and Kashmir, China, J&K, Jammu and Kashmirâs, New Delhi, Islamabad, Pulwama, Balakot, Odisha, Tamil Nadu, Himachal Pradesh, TN, Hapur, Coimbatore, DMK, Maharashtra, Kerala, Karnataka, States, Puducherry, Gujarat, India Pakistan, Vietnam, Gulmarg, West Bengal, U.S., Assam, Kolkata, England, Hyderabad, Bengaluru, Andhra Pradesh, Mumbai, Madurai, Bihar,",nan,2021-02-27 16:42:18.927557,"terror, ",No,https://www.thehindu.com/news/national/india-pakistan-agree-to-ceasefire-along-border/article33930265.ece?homepage=true
"Tomorrowmakers Premium, the Finance Ministry, GST, ET Now, Mukherjee, Yes Bankâs, Safecity,","India, Mumbai, Manali,",nan,2021-02-27 16:53:03.817238,"money launder, drug trafficking, ",No,https://economictimes.indiatimes.com/tomorrowmakersarticlelist/69269901.cms
"BJP, Congress, UN, Left, LDF, The Election Commission of India, Assembly, Kerala Assembly, the Election Commission, RPF, the Left Democratic Front, CPI(M, the United Democratic Front, UDF, the National Democratic Alliance, NDA, BSP, RJD, Janapaksham, CPM, the Kerala Congress, Loktantrik Janata Dal, LJD, Indian National League, INL, Nationalist Congress Party, NCP, Janadhipathya Kerala Congress, the Indian Union Muslim League, IUML, Revolutionary Socialist Party, RSP, Communist Marxist Party, All India Forward Bloc, Bharat Dharma Jana Sena, BDJS, Thomas, Parliament, Asianet-CFore, 24 News, KIIFB, TMC, ABP,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Kerala, West Bengal, Tripura, Kochi, Tamil Nadu, the Union Territory of Puducherry, Kozhikode, Nemom, Kollam, Thrissur, Alappuzha, Vengara, Aroor, Ernakulam, Manjeswar, Pala, Chengannur, Konni, Vattiyoorkavu, TN,",nan,2021-02-27 18:43:06.784047,"money launder, ",No,https://indianexpress.com/article/india/kerala/left-hopes-to-retain-last-bastion-kerala-its-a-do-or-die-for-congress-7205922/
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Lok Sabha, ET TV, Delhi Police, the Delhi Police, BJP, UAPA, RSS, Ministry of Finance, Indian Air Force, Indian Armed Forces News, Ministry of Coal, NRC, CAA, Sensex Live, IRCTC, Infosys, Ministry of Agriculture, Ministry of External Affairs, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, UAE, Saudi Arabia, US, Bihar, Delhi, Khalistan, Bengaluru, Tihar, Puducherry, Kerala, West Bengal, Mumbai, Bangalore, Colombia, New Delhi,",nan,2021-02-27 18:45:59.538674,"terror, ",No,https://economictimes.indiatimes.com/news/politics-and-nation/disha-ravi-was-in-touch-with-those-advocating-khalistan-covered-her-track-delhi-police-to-court-hearing-her-bail-plea/articleshow/81125825.cms
"IDBI Bank, SBI, Mirae Asset Emerging Bluechip Fund, ICICI, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Lok Sabha, ET TV, BJP, Bharatiya Janata Yuva Morcha, BJYM, West Bengal BJP, Trinamool Congress, TMC, BJP/RSS, Ministry of Finance, Indian Air Force, Indian Armed Forces News, Ministry of Coal, NRC, CAA, Nureca, Airtel, Sensex Live, IRCTC, Infosys, Ministry of Agriculture, Ministry of External Affairs, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, UAE, Saudi Arabia, US, Bihar, Delhi, Kolkata, New Alipore, Bengal, Punjab, UK, Bharat Bandh, Kerala, Mumbai, Bangalore, Colombia, New Delhi,",nan,2021-02-27 18:47:08.085629,"drug trafficking, ",No,https://economictimes.indiatimes.com/news/politics-and-nation/bjp-youth-leader-arrested-with-cocaine-in-kolkata-party-says-foul-play-likely/articleshow/81124629.cms
"BJP, Congress, UN, HWC, AAP, Punjab Police, the Punjab Police, Organised Crime Control Unit, OCCU, the Dal Khalsa, Patiala SSP, NDPS, HC, CBI, STF, TMC, LDF, ABP, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Punjab, PUNJAB, Patiala, Banur, Bathinda, Pakistan, Jalandhar, US, Kerala, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 19:13:34.164898,"terror, ",No,https://indianexpress.com/about/punjab-police/
"BJP, Congress, UN, Sena, BMC, Shiv Sena, NCP, MVA, PMC, PCMC, Centre, 14thMaharashtra Legislative Assembly, Aaditya, Lok Sabha, the Shiv Sena, Worli Sea Face, Maharashtra Assembly, Maharashtra Assembly Polls, the Bharatiya Janata Party, Air India, Trupti Sweet and Farsan Mart, Mazar-e-Sharif, TMC, LDF, ABP, Govt, Raegr, PSA Raghavan, AMC, ICC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, SHIV, SENA, Mumbai, Pune, Maharashtra, Worli, Gandhinagar, Bollywood, Lonavla, Lonavala, Juhu, Pakistan, Kerala, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 19:19:18.797886,"terror, ",No,https://indianexpress.com/about/shiv-sena/
"BJP, Congress, UN, Health, The Indian Express, the Bombay High Court, CBI, IAS, City Municipal Commissioner, Centre, Adarsh, TMC, LDF, ABP, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Pune, Maharashtra, Mumbai, Mumbai Metropolitan Region, Kerala, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 19:28:30.141411,"money launder, ",No,https://indianexpress.com/about/pradeep-vyas/
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Lok Sabha, ET TV, Adani Enterprises Ltd, Taj Mahal Palace, Adani Green Energy Ltd., IIFL Securities Ltd., Ambani, Adani Group, the National University of Singapore, Adani Enterprises Ltd., Samco Securities, the Adani Group, the Centre for Development Alternatives, Total SA, Adani Gas Ltd., Snam SpA, KRChoksey Investment Managers Pvt, Adani Power, Delhi News, Mumbai News, Bangalore News, Ministry of Corporate Affairs, Sensex Live, IRCTC, Infosys, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service, DocuBay, TimesPrime,","India, UAE, Saudi Arabia, US, Bihar, Delhi, Mumbai, America, Gujarat, Mundra, Australia, Ahmedabad, France, Italy, india, West Bengal, Kolkata, Puducherry, Kerala, Tamil Nadu, Bangalore, Colombia, New Delhi,",nan,2021-02-27 19:28:50.903774,"terror, ",No,https://economictimes.indiatimes.com/news/company/corporate-trends/the-amazing-story-of-gautam-adani-from-a-trading-firm-in-ahmedabad-to-mukesh-ambanis-rival/articleshow/79714071.cms
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Foreign Affairs, US State Department, LAC, FATF, EU, UN, European Union, House of Lords, Pfizer, Moderna, ASEAN, PLA, Serum Institute of India, AstraZeneca, Infosys, Sensex Live, IRCTC, Hyundai, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, Jammu & Kashm, Jammu & Kashmir, Sri Lanka, Germany, Taiwan, Iran, Pakistan, China, Moscow, Nepal, Turkey, Netherlands, Brazil, Mauritius, Maldives, Bangladesh, Australia, Jammu and Kashmir, Russia, US, Japan, India-Mauritius, Ethiopia, Islamabad, Pangong, Denmark, Myanmar, Assam, Canada, Tamil Nadu, Puducherry, Kerala, West Bengal, Bangalore, Colombia, New Delhi,",nan,2021-02-27 19:31:02.363829,"terror, ",YES,https://economictimes.indiatimes.com/etreporter/author-dipanjan-roy-chaudhury-479233067.cms
"House, Senate, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, CIA, ITBP, Taliban, White House, Chinese Foreign Ministry, Pentagon, Infosys, Sensex Live, IRCTC, Hyundai, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","US, India, Delhi, J&K, China, CHINA, Pakistan, Beijing, New Delhi, Afghanistan, Moscow, Iran, Moldo, Pangong, Ladakh, United States, U.S., Washington, the United States, Taiwan, Hong Kong, Xinjiang, Xisha, Tamil Nadu, Puducherry, Kerala, West Bengal, Bangalore, Colombia,",nan,2021-02-27 19:31:15.236913,"terror, ",YES,https://economictimes.indiatimes.com/topic/China
"House, Senate, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, ILO, the UN Security Council, JNU, External Affairs, Infosys, Sensex Live, IRCTC, Hyundai, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","US, India, Delhi, J&K, Pakistan, China, Beijing, New Delhi, Mexico, the United States, Japan, Australia, U.S., Iran, Tehran, JNU, Chabahar, Washington, Afghanistan, Tamil Nadu, Puducherry, Kerala, West Bengal, Bangalore, Colombia,",nan,2021-02-27 19:31:32.399888,"terror, ",YES,https://economictimes.indiatimes.com/topic/S-Jaishankar
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Indian Air Force, HAL, Indian Air Forceâs, IAF, Bangladesh Air Force, BAF, Jaish-e-Mohammed, CRPF, Central Reserve Police Force, The Defence Acquisition Council, LCA Tejas, DRDO, TOI, Navy, Naval, The Indian Air Force, the Indian Army, the Indian Air Force, the Coast Guard, the Indian Navy, JeM, Pakistan Army's, CISF, BSF, SSB, ITBP, Jaish-e-Mohammad, the Defence Ministry, Indian Navyâs, Indian Navy's, Indian Air Force's, the US, US Army, Bharatiya Janata Party, the Rajya Sabha, NCMC, Lockheed Martin, Tata-, CCS, Tata-Airbus, Aero India 2021, SiG Sauer, Excalibur, the Air Force, BEL, Thales, Hindustan Aeronautics Limited's, Boeing, Boeing International Sales and Industrial Partnerships, Global Sales and Marketing, Boeing Defense, Space & Security, Boeing Global Services, Hindustan Aeronautics Ltd, MBDA, the Central Armed Police Forces, CAPF, Delhi Police, The Indian Embassy, MyGate, PT Usha, Rafale, Para Commandos, Marine Commandos, Air India, IANS, the Tezpur Air Force Station, CDS, French Air Force, Sainik School, French Air and Space Force, Air Force Base, MoD, Netflix, Centre, Congress, Reliance, the Cabinet Committee on Security, the Union Cabinet's, Make in India, India Post Payments Bank, National Defence Academy, NDRF, Bitbns, Wipro, Citibank, Infosys, Sensex Live, IRCTC, Hyundai, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, Jammu and Kashmir, Ladakh, Kargil, Srinagar, Bengaluru, Bangladesh, Pakistan, Dhaka, Balakot, Pulwama, Uttam, Uttarakhand, Coimbatore, Jaisalmer, Tapovan, Chamoli, Dhauliganga, Jammu and Kashmir's, China, Rajasthan, Joshimath, Rishiganga, Leh, Dzukou Valley, Manipur, Nagaland, Kohima, US, America, Russia, Sudan, Israel, France, United States, Istres, Car Nicobar, Uttar Pradesh, Arunachal Pradesh, Jodhpur, Tezpur, Bhutan, Maldives, Maharashtra, Rafale, Bhadauria, Saharanpur, Sarsawa, Ambala, Tamil Nadu, Puducherry, Kerala, West Bengal, Bangalore, Colombia, New Delhi,",nan,2021-02-27 19:33:27.630618,"terror, ",YES,https://economictimes.indiatimes.com/news/indian-air-force-news
